"sub.num","date","time","db.avg","db.peak"
"nyu_14","2016-10-07","15:50:42.897",56.207904,60.370198
"nyu_14","2016-10-07","15:50:42.997",55.235366,60.370198
"nyu_14","2016-10-07","15:50:43.097",58.481521,60.370198
"nyu_14","2016-10-07","15:50:43.197",55.199588,60.370198
"nyu_14","2016-10-07","15:50:43.297",59.099614,60.370198
"nyu_14","2016-10-07","15:50:43.397",56.848471,60.919495
"nyu_14","2016-10-07","15:50:43.497",57.440043,60.919495
"nyu_14","2016-10-07","15:50:43.597",59.266854,61.13156
"nyu_14","2016-10-07","15:50:43.697",60.907337,61.433133
"nyu_14","2016-10-07","15:50:43.797",57.974833,61.433133
"nyu_14","2016-10-07","15:50:43.897",53.391762,61.433133
"nyu_14","2016-10-07","15:50:43.997",54.71923,56.10002
"nyu_14","2016-10-07","15:50:44.097",57.672732,57.672732
"nyu_14","2016-10-07","15:50:44.197",56.080083,59.072794
"nyu_14","2016-10-07","15:50:44.297",56.953726,59.072794
"nyu_14","2016-10-07","15:50:44.397",56.209136,59.072794
"nyu_14","2016-10-07","15:50:44.497",53.782802,59.072794
"nyu_14","2016-10-07","15:50:44.597",56.079374,59.072794
"nyu_14","2016-10-07","15:50:44.697",57.501721,60.40693
"nyu_14","2016-10-07","15:50:44.798",64.895238,65.25945
"nyu_14","2016-10-07","15:50:44.897",66.033178,66.044204
"nyu_14","2016-10-07","15:50:44.997",58.578384,67.168546
"nyu_14","2016-10-07","15:50:45.097",62.23726,67.168546
"nyu_14","2016-10-07","15:50:45.197",60.373851,67.168546
"nyu_14","2016-10-07","15:50:45.298",63.20481,68.572287
"nyu_14","2016-10-07","15:50:45.397",64.94318,76.026387
"nyu_14","2016-10-07","15:50:45.497",58.720773,76.026387
"nyu_14","2016-10-07","15:50:45.597",57.316552,76.026387
"nyu_14","2016-10-07","15:50:45.697",56.233828,76.026387
"nyu_14","2016-10-07","15:50:45.797",57.93706,76.026387
"nyu_14","2016-10-07","15:50:45.897",58.059263,76.026387
"nyu_14","2016-10-07","15:50:45.997",58.472806,76.026387
"nyu_14","2016-10-07","15:50:46.097",59.104481,59.14233
"nyu_14","2016-10-07","15:50:46.197",56.484254,60.165146
"nyu_14","2016-10-07","15:50:46.297",59.702534,66.396628
"nyu_14","2016-10-07","15:50:46.396",55.227228,66.396628
"nyu_14","2016-10-07","15:50:46.497",64.809911,66.396628
"nyu_14","2016-10-07","15:50:46.597",53.093277,66.396628
"nyu_14","2016-10-07","15:50:46.697",57.885713,66.396628
"nyu_14","2016-10-07","15:50:46.797",57.735809,66.396628
"nyu_14","2016-10-07","15:50:46.897",57.290575,66.396628
"nyu_14","2016-10-07","15:50:46.997",59.250314,66.396628
"nyu_14","2016-10-07","15:50:47.097",55.307971,66.396628
"nyu_14","2016-10-07","15:50:47.197",54.470736,66.396628
"nyu_14","2016-10-07","15:50:47.297",56.766953,66.396628
"nyu_14","2016-10-07","15:50:47.397",58.768942,66.396628
"nyu_14","2016-10-07","15:50:47.497",59.196768,66.396628
"nyu_14","2016-10-07","15:50:47.597",64.763122,66.532454
"nyu_14","2016-10-07","15:50:47.697",56.94882,66.532454
"nyu_14","2016-10-07","15:50:47.797",63.782334,66.532454
"nyu_14","2016-10-07","15:50:47.898",56.543432,66.532454
"nyu_14","2016-10-07","15:50:47.997",55.421703,66.532454
"nyu_14","2016-10-07","15:50:48.097",52.812313,66.532454
"nyu_14","2016-10-07","15:50:48.197",53.696523,54.357305
"nyu_14","2016-10-07","15:50:48.297",58.96542,59.698751
"nyu_14","2016-10-07","15:50:48.397",60.516535,61.092104
"nyu_14","2016-10-07","15:50:48.497",54.467873,61.092104
"nyu_14","2016-10-07","15:50:48.597",58.125958,61.092104
"nyu_14","2016-10-07","15:50:48.697",60.840731,61.092104
"nyu_14","2016-10-07","15:50:48.797",59.0882,61.092104
"nyu_14","2016-10-07","15:50:48.897",57.671244,61.092104
"nyu_14","2016-10-07","15:50:48.997",54.983222,61.092104
"nyu_14","2016-10-07","15:50:49.097",54.906219,61.092104
"nyu_14","2016-10-07","15:50:49.197",54.996061,61.092104
"nyu_14","2016-10-07","15:50:49.297",59.07651,61.092104
"nyu_14","2016-10-07","15:50:49.397",58.820431,61.092104
"nyu_14","2016-10-07","15:50:49.497",58.501467,61.092104
"nyu_14","2016-10-07","15:50:49.597",56.210454,61.092104
"nyu_14","2016-10-07","15:50:49.697",55.739706,61.092104
"nyu_14","2016-10-07","15:50:49.797",52.937029,61.092104
"nyu_14","2016-10-07","15:50:49.897",55.555636,61.092104
"nyu_14","2016-10-07","15:50:49.997",55.504389,61.092104
"nyu_14","2016-10-07","15:50:50.097",57.916856,61.092104
"nyu_14","2016-10-07","15:50:50.197",55.680777,61.092104
"nyu_14","2016-10-07","15:50:50.297",58.293562,60.279847
"nyu_14","2016-10-07","15:50:50.397",59.291531,60.279847
"nyu_14","2016-10-07","15:50:50.497",57.109191,60.279847
"nyu_14","2016-10-07","15:50:50.597",56.700879,60.279847
"nyu_14","2016-10-07","15:50:50.697",58.920265,60.279847
"nyu_14","2016-10-07","15:50:50.797",56.174415,60.457815
"nyu_14","2016-10-07","15:50:50.897",65.905051,65.949378
"nyu_14","2016-10-07","15:50:50.997",77.683454,77.683454
"nyu_14","2016-10-07","15:50:51.097",77.962715,78.084912
"nyu_14","2016-10-07","15:50:51.197",73.960067,78.084912
"nyu_14","2016-10-07","15:50:51.297",75.882174,78.084912
"nyu_14","2016-10-07","15:50:51.397",69.061103,78.084912
"nyu_14","2016-10-07","15:50:51.497",69.460502,78.084912
"nyu_14","2016-10-07","15:50:51.597",64.18132,78.084912
"nyu_14","2016-10-07","15:50:51.697",59.323384,78.084912
"nyu_14","2016-10-07","15:50:51.797",60.753261,78.084912
"nyu_14","2016-10-07","15:50:51.897",60.90384,78.084912
"nyu_14","2016-10-07","15:50:51.997",59.507283,78.084912
"nyu_14","2016-10-07","15:50:52.097",57.798463,78.084912
"nyu_14","2016-10-07","15:50:52.197",56.07747,78.084912
"nyu_14","2016-10-07","15:50:52.297",58.662628,78.084912
"nyu_14","2016-10-07","15:50:52.397",58.423915,60.93208
"nyu_14","2016-10-07","15:50:52.497",60.391188,63.069178
"nyu_14","2016-10-07","15:50:52.597",60.336815,63.069178
"nyu_14","2016-10-07","15:50:52.697",59.018517,63.069178
"nyu_14","2016-10-07","15:50:52.798",56.619327,63.069178
"nyu_14","2016-10-07","15:50:52.897",55.897849,63.069178
"nyu_14","2016-10-07","15:50:52.997",69.16123,69.184175
"nyu_14","2016-10-07","15:50:53.097",65.647578,70.293441
"nyu_14","2016-10-07","15:50:53.197",70.857632,80.246536
"nyu_14","2016-10-07","15:50:53.297",65.458981,80.246536
"nyu_14","2016-10-07","15:50:53.397",65.228384,80.246536
"nyu_14","2016-10-07","15:50:53.497",60.278546,80.246536
"nyu_14","2016-10-07","15:50:53.597",54.805012,80.246536
"nyu_14","2016-10-07","15:50:53.697",60.6746,80.246536
"nyu_14","2016-10-07","15:50:53.797",61.032855,80.246536
"nyu_14","2016-10-07","15:50:53.897",54.285836,80.246536
"nyu_14","2016-10-07","15:50:53.997",66.188086,80.246536
"nyu_14","2016-10-07","15:50:54.098",61.474373,80.246536
"nyu_14","2016-10-07","15:50:54.197",71.682285,80.246536
"nyu_14","2016-10-07","15:50:54.297",64.395402,80.246536
"nyu_14","2016-10-07","15:50:54.397",59.489576,80.246536
"nyu_14","2016-10-07","15:50:54.497",53.632036,60.433609
"nyu_14","2016-10-07","15:50:54.597",54.570654,60.433609
"nyu_14","2016-10-07","15:50:54.697",54.817309,60.433609
"nyu_14","2016-10-07","15:50:54.797",52.320957,60.433609
"nyu_14","2016-10-07","15:50:54.897",56.495442,60.433609
"nyu_14","2016-10-07","15:50:54.997",62.786654,62.786654
"nyu_14","2016-10-07","15:50:55.097",77.135839,77.245622
"nyu_14","2016-10-07","15:50:55.197",66.01185,77.245622
"nyu_14","2016-10-07","15:50:55.297",83.309675,83.439965
"nyu_14","2016-10-07","15:50:55.398",65.004804,83.439965
"nyu_14","2016-10-07","15:50:55.497",62.050518,83.439965
"nyu_14","2016-10-07","15:50:55.597",57.20852,83.439965
"nyu_14","2016-10-07","15:50:55.697",60.798132,83.439965
"nyu_14","2016-10-07","15:50:55.797",72.188649,83.439965
"nyu_14","2016-10-07","15:50:55.897",77.242535,83.439965
"nyu_14","2016-10-07","15:50:55.997",63.10864,83.439965
"nyu_14","2016-10-07","15:50:56.097",61.296399,83.439965
"nyu_14","2016-10-07","15:50:56.197",57.631171,83.439965
"nyu_14","2016-10-07","15:50:56.297",58.076448,83.439965
"nyu_14","2016-10-07","15:50:56.397",63.908167,83.439965
"nyu_14","2016-10-07","15:50:56.497",66.025672,83.439965
"nyu_14","2016-10-07","15:50:56.597",67.516864,68.662897
"nyu_14","2016-10-07","15:50:56.697",59.337491,69.406598
"nyu_14","2016-10-07","15:50:56.797",60.55567,69.406598
"nyu_14","2016-10-07","15:50:56.897",55.350671,69.406598
"nyu_14","2016-10-07","15:50:56.997",53.591578,69.406598
"nyu_14","2016-10-07","15:50:57.097",54.029706,69.406598
"nyu_14","2016-10-07","15:50:57.196",78.592477,78.599357
"nyu_14","2016-10-07","15:50:57.297",74.045799,81.6439
"nyu_14","2016-10-07","15:50:57.397",61.127851,81.6439
"nyu_14","2016-10-07","15:50:57.498",58.405763,81.6439
"nyu_14","2016-10-07","15:50:57.597",69.823656,81.6439
"nyu_14","2016-10-07","15:50:57.697",73.390199,81.6439
"nyu_14","2016-10-07","15:50:57.797",62.302314,81.6439
"nyu_14","2016-10-07","15:50:57.897",56.686216,81.6439
"nyu_14","2016-10-07","15:50:57.997",60.050085,81.6439
"nyu_14","2016-10-07","15:50:58.097",77.59738,81.6439
"nyu_14","2016-10-07","15:50:58.197",75.818461,81.6439
"nyu_14","2016-10-07","15:50:58.297",74.336688,81.6439
"nyu_14","2016-10-07","15:50:58.398",75.426373,81.6439
"nyu_14","2016-10-07","15:50:58.497",81.20209,81.920353
"nyu_14","2016-10-07","15:50:58.597",77.671794,81.920353
"nyu_14","2016-10-07","15:50:58.697",73.918304,80.944929
"nyu_14","2016-10-07","15:50:58.797",78.013416,80.944929
"nyu_14","2016-10-07","15:50:58.897",65.957356,80.944929
"nyu_14","2016-10-07","15:50:58.998",78.581124,80.944929
"nyu_14","2016-10-07","15:50:59.098",84.250391,84.250391
"nyu_14","2016-10-07","15:50:59.197",78.762255,84.250391
"nyu_14","2016-10-07","15:50:59.297",64.467784,84.250391
"nyu_14","2016-10-07","15:50:59.397",59.742106,84.250391
"nyu_14","2016-10-07","15:50:59.497",58.51585,84.250391
"nyu_14","2016-10-07","15:50:59.597",54.544837,84.250391
"nyu_14","2016-10-07","15:50:59.697",52.807343,84.250391
"nyu_14","2016-10-07","15:50:59.797",59.741436,84.250391
"nyu_14","2016-10-07","15:50:59.897",82.062783,84.250391
"nyu_14","2016-10-07","15:50:59.998",70.990592,84.250391
"nyu_14","2016-10-07","15:51:00.097",71.369842,84.250391
"nyu_14","2016-10-07","15:51:00.198",81.199257,84.250391
"nyu_14","2016-10-07","15:51:00.298",75.379972,84.250391
"nyu_14","2016-10-07","15:51:00.398",62.531241,84.250391
"nyu_14","2016-10-07","15:51:00.498",56.359277,84.250391
"nyu_14","2016-10-07","15:51:00.598",53.386527,84.250391
"nyu_14","2016-10-07","15:51:00.698",77.140663,84.250391
"nyu_14","2016-10-07","15:51:00.798",74.939195,81.077545
"nyu_14","2016-10-07","15:51:00.898",63.687932,81.077545
"nyu_14","2016-10-07","15:51:00.998",73.943525,83.438232
"nyu_14","2016-10-07","15:51:01.098",77.720213,83.438232
"nyu_14","2016-10-07","15:51:01.198",79.895887,83.438232
"nyu_14","2016-10-07","15:51:01.297",79.101773,83.438232
"nyu_14","2016-10-07","15:51:01.398",76.905402,83.438232
"nyu_14","2016-10-07","15:51:01.498",77.05447,83.438232
"nyu_14","2016-10-07","15:51:01.598",63.636627,83.438232
"nyu_14","2016-10-07","15:51:01.698",57.936931,83.438232
"nyu_14","2016-10-07","15:51:01.797",59.409276,83.438232
"nyu_14","2016-10-07","15:51:01.897",59.340353,83.438232
"nyu_14","2016-10-07","15:51:01.997",57.030251,83.438232
"nyu_14","2016-10-07","15:51:02.097",58.870396,83.438232
"nyu_14","2016-10-07","15:51:02.197",56.626782,83.438232
"nyu_14","2016-10-07","15:51:02.297",59.717604,83.438232
"nyu_14","2016-10-07","15:51:02.397",57.49124,83.438232
"nyu_14","2016-10-07","15:51:02.497",56.275946,83.438232
"nyu_14","2016-10-07","15:51:02.598",59.904661,83.438232
"nyu_14","2016-10-07","15:51:02.697",57.438918,83.438232
"nyu_14","2016-10-07","15:51:02.797",55.616087,83.438232
"nyu_14","2016-10-07","15:51:02.897",57.772601,58.311387
"nyu_14","2016-10-07","15:51:02.997",60.559738,60.559738
"nyu_14","2016-10-07","15:51:03.097",62.260044,62.331027
"nyu_14","2016-10-07","15:51:03.197",56.899685,62.331027
"nyu_14","2016-10-07","15:51:03.297",61.231495,62.331027
"nyu_14","2016-10-07","15:51:03.397",59.521695,62.331027
"nyu_14","2016-10-07","15:51:03.498",56.901191,62.331027
"nyu_14","2016-10-07","15:51:03.598",58.830539,62.331027
"nyu_14","2016-10-07","15:51:03.698",61.571098,62.331027
"nyu_14","2016-10-07","15:51:03.798",58.492781,62.331027
"nyu_14","2016-10-07","15:51:03.898",56.163057,62.331027
"nyu_14","2016-10-07","15:51:03.998",58.907902,62.331027
"nyu_14","2016-10-07","15:51:04.098",58.07939,62.331027
"nyu_14","2016-10-07","15:51:04.199",57.246569,62.331027
"nyu_14","2016-10-07","15:51:04.298",59.145051,62.331027
"nyu_14","2016-10-07","15:51:04.398",62.111525,62.331027
"nyu_14","2016-10-07","15:51:04.498",58.189942,62.331027
"nyu_14","2016-10-07","15:51:04.598",60.677999,62.331027
"nyu_14","2016-10-07","15:51:04.698",58.874739,62.331027
"nyu_14","2016-10-07","15:51:04.798",55.408573,62.331027
"nyu_14","2016-10-07","15:51:04.898",57.454818,62.331027
"nyu_14","2016-10-07","15:51:04.998",59.150773,60.716473
"nyu_14","2016-10-07","15:51:05.098",61.069644,61.28037
"nyu_14","2016-10-07","15:51:05.199",55.725376,61.28037
"nyu_14","2016-10-07","15:51:05.299",59.880681,61.28037
"nyu_14","2016-10-07","15:51:05.398",59.377092,61.28037
"nyu_14","2016-10-07","15:51:05.499",58.20639,61.28037
"nyu_14","2016-10-07","15:51:05.599",58.87395,61.28037
"nyu_14","2016-10-07","15:51:05.699",56.518222,61.28037
"nyu_14","2016-10-07","15:51:05.799",57.771127,61.28037
"nyu_14","2016-10-07","15:51:05.899",61.173992,61.28037
"nyu_14","2016-10-07","15:51:05.997",59.371381,65.066728
"nyu_14","2016-10-07","15:51:06.097",63.811632,65.066728
"nyu_14","2016-10-07","15:51:06.199",63.762274,65.424758
"nyu_14","2016-10-07","15:51:06.299",62.488297,65.424758
"nyu_14","2016-10-07","15:51:06.399",69.330521,76.129405
"nyu_14","2016-10-07","15:51:06.499",64.553302,76.129405
"nyu_14","2016-10-07","15:51:06.599",69.866373,76.129405
"nyu_14","2016-10-07","15:51:06.697",68.145083,76.129405
"nyu_14","2016-10-07","15:51:06.797",62.052224,76.129405
"nyu_14","2016-10-07","15:51:06.896",73.16339,76.129405
"nyu_14","2016-10-07","15:51:06.997",67.639161,76.906188
"nyu_14","2016-10-07","15:51:07.096",61.945012,66.929571
"nyu_14","2016-10-07","15:51:07.197",58.220081,66.929571
"nyu_14","2016-10-07","15:51:07.296",61.690545,66.929571
"nyu_14","2016-10-07","15:51:07.397",60.496692,66.929571
"nyu_14","2016-10-07","15:51:07.496",57.341146,66.929571
"nyu_14","2016-10-07","15:51:07.597",57.766982,66.929571
"nyu_14","2016-10-07","15:51:07.697",61.459573,66.929571
"nyu_14","2016-10-07","15:51:07.797",60.768158,66.929571
"nyu_14","2016-10-07","15:51:07.897",58.875592,66.929571
"nyu_14","2016-10-07","15:51:07.997",74.546374,74.989802
"nyu_14","2016-10-07","15:51:08.097",70.13669,76.333956
"nyu_14","2016-10-07","15:51:08.197",60.543436,76.333956
"nyu_14","2016-10-07","15:51:08.297",60.843659,76.333956
"nyu_14","2016-10-07","15:51:08.397",59.851483,76.333956
"nyu_14","2016-10-07","15:51:08.497",59.002796,76.333956
"nyu_14","2016-10-07","15:51:08.597",62.261237,76.333956
"nyu_14","2016-10-07","15:51:08.697",60.875032,76.333956
"nyu_14","2016-10-07","15:51:08.797",57.024746,76.333956
"nyu_14","2016-10-07","15:51:08.897",60.443545,76.333956
"nyu_14","2016-10-07","15:51:08.997",59.262915,76.333956
"nyu_14","2016-10-07","15:51:09.098",56.130417,76.333956
"nyu_14","2016-10-07","15:51:09.197",57.665749,59.372169
"nyu_14","2016-10-07","15:51:09.297",55.240174,59.372169
"nyu_14","2016-10-07","15:51:09.397",60.566989,60.566989
"nyu_14","2016-10-07","15:51:09.497",56.345763,60.639714
"nyu_14","2016-10-07","15:51:09.597",60.065458,60.639714
"nyu_14","2016-10-07","15:51:09.697",60.582241,62.017684
"nyu_14","2016-10-07","15:51:09.797",57.194813,62.017684
"nyu_14","2016-10-07","15:51:09.898",57.747699,62.017684
"nyu_14","2016-10-07","15:51:09.997",56.587911,62.017684
"nyu_14","2016-10-07","15:51:10.097",58.754565,62.017684
"nyu_14","2016-10-07","15:51:10.197",63.248163,67.053106
"nyu_14","2016-10-07","15:51:10.297",61.219127,67.053106
"nyu_14","2016-10-07","15:51:10.398",58.57927,67.053106
"nyu_14","2016-10-07","15:51:10.497",64.389006,67.053106
"nyu_14","2016-10-07","15:51:10.597",87.218329,87.218329
"nyu_14","2016-10-07","15:51:10.697",76.862347,87.218329
"nyu_14","2016-10-07","15:51:10.797",64.662067,87.218329
"nyu_14","2016-10-07","15:51:10.897",73.163656,87.218329
"nyu_14","2016-10-07","15:51:10.997",68.886418,87.218329
"nyu_14","2016-10-07","15:51:11.097",58.434467,87.218329
"nyu_14","2016-10-07","15:51:11.197",56.658312,87.218329
